"Full area","Non-hollow area","Hollow area","Avg. Color"
0.20047694168851737,0.053237266827895535,0.14723967486062184,"{0.6499435346259675, 0.5253139139353737, 0.4649573516662819}"
0.21434043567418212,0.08685038428509353,0.1274900513890886,"{0.6341892873239151, 0.46753891992726526, 0.44327382186765074}"
0.24593481426460187,0.07914906280713577,0.1667857514574661,"{0.6530985247321195, 0.5471459230616207, 0.469370575830665}"
0.2580109993916964,0.06466935157070036,0.19334164782099605,"{0.6475442889159951, 0.5599945583800853, 0.4534199669731166}"
0.20686775589108045,0.07325178006785965,0.1336159758232208,"{0.60292382591721, 0.4710588277580804, 0.43606097774668207}"
0.20434154399425578,0.08941284425549294,0.11492869973876284,"{0.6423567939831065, 0.4790355140487529, 0.42923210083657454}"
0.29066772536919144,0.10164517493029407,0.18902255043889737,"{0.6063615220177367, 0.4692476904427042, 0.40141943141120234}"
0.1379350732053195,0.04056438264349367,0.09737069056182583,"{0.5951191457196798, 0.48145897668537135, 0.4208624216631918}"
0.2297235604366343,0.09111929202685795,0.13860426840977635,"{0.6164871716516286, 0.4932840019534816, 0.4289913722444366}"
0.1945406225623146,0.07080085263153638,0.12373976993077823,"{0.6286362192862767, 0.5084175737085909, 0.4355418784971824}"
0.2598847459641756,0.10434426225493673,0.15554048370923887,"{0.6329138279419012, 0.5342033952146312, 0.4600109604488243}"
0.26063201394248575,0.07489409663213084,0.1857379173103549,"{0.6369518470573388, 0.4899155738167574, 0.4458710631129546}"
0.2457256907632091,0.07720560840085897,0.16852008236235014,"{0.5843246277597555, 0.45050064779512994, 0.42215096439480404}"
0.19308791130597283,0.06394717841255732,0.12914073289341552,"{0.6209923325854729, 0.4958491083187223, 0.4203346887716504}"
0.1547932157309287,0.0439243002325375,0.11086891549839119,"{0.6384207059387885, 0.5108219824001251, 0.4407421417635744}"
0.2694960620881873,0.10228369868787998,0.16721236340030735,"{0.5976675162884219, 0.46018487186297247, 0.40635516301467317}"
0.23454455422207565,0.06898844895279904,0.1655561052692766,"{0.6404625956329242, 0.5326328151242148, 0.44800852780459033}"
0.21512395172606702,0.04942006584913952,0.1657038858769275,"{0.619027933653689, 0.5063674661071456, 0.45211926952453196}"
0.22219790269984646,0.08609475136672765,0.13610315133311882,"{0.6251336383917256, 0.5267922184748123, 0.459227304971625}"
0.23364950563611459,0.03221896078124617,0.20143054485486842,"{0.6459467389991013, 0.4958701290435715, 0.46701054568567174}"
0.23844540460138877,0.06665463067725569,0.17179077392413308,"{0.6675773550917842, 0.5483378411470026, 0.4741251952392785}"
0.21222131752673537,0.06797629120605803,0.14424502632067734,"{0.6289802741660542, 0.47835851713999084, 0.4276801091079709}"
0.20994326551823012,0.09226528881449032,0.11767797670373979,"{0.6100188698210863, 0.460007645845324, 0.39734926669162335}"
0.2058249266974685,0.07111035541359767,0.13471457128387082,"{0.6149117040098875, 0.46799809916790297, 0.4192956242876587}"
0.17764065533642684,0.07181858700498117,0.10582206833144567,"{0.6111743377285779, 0.5100977206717192, 0.4416283721418693}"
